
NORMAL|51193|2026-01-29 18:11:38
NORMAL|44537|2026-01-29 18:16:56
NORMAL|32986|2026-01-29 19:46:47
NORMAL|30607|2026-01-29 22:06:43
NORMAL|20593|2026-01-29 22:12:39
HARD|46301|2026-01-29 22:13:35
NORMAL|23460|2026-01-29 22:15:17
NORMAL|45149|2026-01-29 22:02:29
HARD|38349|2026-01-29 22:04:16
NORMAL|39533|2026-01-29 22:13:45
EASY|6601|2026-01-30 02:15:35
